Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
13-jan-2012	1,9	3,6	2,8	3,7	3,8	3,6	2,5	1,3	2,3	2	2,9	2,9	2,8	2,5	2,5	3,4	5,2	5,4	5,9	4	4,7	5,1	5,1	6,3
14-jan-2012	7,1	6,6	6,8	5,7	7,5	5,5	6,1	7,1	5,8	4,7	1,4	0,2	1,8	2,5	5,7	6,9	7,9	7,1	7,4	6,5	7,5	5,6	5,8	4,9
15-jan-2012	5	3,7	3,7	3,3	2,1	2,8	2,8	2,9	2,4	2,4	2,4	3,5	4,6	4	4,5	4,8	4,9	3,9	5,1	4	3,4	2,4	3,1	1,8
16-jan-2012	1,8	0	0,1	0	0	0	0	1,5	2,3	1,8	1,6	2	1,8	2,7	3,4	3,4	3,5	3,7	4	3,8	3,6	4,2	4,1	4,4
17-jan-2012	4,6	5	5,5	6	5,7	6,1	6,2	5,9	5,9	5,8	6,7	5,6	5,7	5,9	5,9	6,9	7	7,9	7,7	8,4	8,8	8,3	8,7	8,4
18-jan-2012	8	9,1	7,7	7,2	5,1	3,2	3,8	5,7	7,7	4,8	4,9	5,8	3,9	4,3	5,2	6,2	8,4	8,3	8,1	9	9,1	8,4	7,9	6,8
19-jan-2012	7,2	5,6	5,6	5,5	5	4,3	3,5	3,1	3,1	4,1	3	2	2,1	2,3	2,5	3,5	3,4	3,9	3,8	3,5	3,6	3,5	3,4	2,9
20-jan-2012	4,1	4,3	5,3	5,6	6,2	5,4	2,9	1,9	0,7	0,3	0	0,9	1,7	2,1	3,4	4,1	3,5	3,3	3,9	2,9	3,2	2,7	2,9	2,1
21-jan-2012	2,1	2,1	1,8	3,1	3,8	3,9	3	2,9	0	0	2,3	3	3,7	2,9	3,5	2,8	4,4	5,2	4,7	6,8	6,6	6,7	5,9	5,3
22-jan-2012	5,6	5,9	5,4	4,6	5,3	6,1	7	5,4	5,6	5,3	3,5	4,1	4,3	4,5	4	4	4,8	5,4	5,3	5,6	5,9	5,8	5,6	3,9
23-jan-2012	3,8	3,5	5,1	5,5	5,1	2,7	3,2	2,4	1,2	1,4	2,1	2,9	2,2	2,8	3,5	4,1	4,7	4,1	4,6	4,6	3,2	3,6	3,7	4,1
24-jan-2012	2,6	2,6	2,6	2,7	4,2	5,1	4,1	4	2,3	3	3,1	1,7	2,6	3,8	4,4	4,8	4,6	4,8	5,1	4,6	4	5,9	8,1	4
25-jan-2012	3	2,7	1,5	1,7	1,4	0,9	3,2	4,3	4,5	3,9	0	3,6	4,7	6,8	6,1	6,8	7,6	7,1	6,4	6,2	6,2	5,4	4,8	5,6
26-jan-2012	5,4	6,3	5,1	5,8	4,8	4	4,6	4,9	4	4,7	4,8	6,5	5,9	5	5,6	4,6	6,1	5,4	4,3	7,2	6,7	7,4	7	6,9
27-jan-2012	7,5	7,8	7,7	7,4	7,7	8,8	9,6	8,3	8	6,9	4,4	4,6	4,3	3,3	6,1	1,6	4,2	5,2	5,9	4,8	7,8	7,9	8,4	8,2
28-jan-2012	8,7	8,8	8	8,4	4,6	4,6	3,9	3,9	3,3	1,5	1,9	2,6	1,9	2,6	6,5	5,8	6,8	8,3	8,8	8,5	7,6	7,6	8,1	7,5
29-jan-2012	7,8	7	7,4	6,5	3,8	6,1	5,2	4,7	4,6	5,1	4,8	4,8	4,7	5	6	6,2	6,7	6,5	6,6	7,2	6,7	5,9	5,9	7
30-jan-2012	6,8	6,7	6,3	8	7,4	6,9	7,4	5,5	4,7	2	2,1	2,5	3,3	4	3,9	4,4	5,5	4,9	5,5	4,7	5,4	4,4	5,2	6,5
31-jan-2012	7,1	7,7	7	7,6	6,3	6,9	6,1	6	4,7	5,1	4,9	4,9	4,8	4,4	4,2	4,7	4	4,7	4,4	3,9	4,4	4,4	3,7	3,9
01-fev-2012	4,8	5,6	5,1	5,4	4,8	4,1	3,2	3,6	3,6	3,2	2,3	3,2	4,4	3,8	3,6	5	4,9	5	4,5	4,6	3,7	4,1	3,2	3,3
02-fev-2012	2,8	3,1	3,8	5,7	3,4	1,4	0	0	1,2	0	1,8	2	1,9	3,1	2,5	3,4	3,8	3,9	3,5	3,8	4,6	3,6	3,2	3
03-fev-2012	3,2	3,3	4	4,5	3,1	2,9	2,4	2,3	2,6	2,1	2,3	3,6	2,6	2,6	2,9	2,9	3,7	4,4	4,5	4,3	4,9	5,3	4,8	2,8
04-fev-2012	5,7	4,9	1,4	3,6	2,7	3,9	1,9	2,3	2,9	2,2	2,9	2,2	2,4	2,4	2,3	2,7	3	1,9	2,8	3,4	0,6	3,6	2,7	1,7
05-fev-2012	1,8	2,4	4,9	3,1	3,9	0,9	3,8	2,4	1,5	2,1	2,9	1,7	1,4	0	0,5	2,3	2,6	3,6	3,5	2,3	3,2	2,6	1,3	2,3
06-fev-2012	0,6	1,6	1,5	0,1	1,1	2,5	2,8	3,2	2,8	2,6	3,6	1,5	2,8	5,2	5,3	5,7	2,7	2,1	0,1	2,4	3,2	1,7	0,5	0
07-fev-2012	1,1	0,4	1,2	0,4	1,2	0	1,5	1,9	0,4	0,4	0,4	0,1	1,4	1,5	2,7	2,8	2,8	2,3	1,7	3,3	2,3	2,7	2,8	5,3
08-fev-2012	6,6	3,6	3,1	3,5	4,4	3,9	4,3	3,2	4,1	3,3	3,4	4,2	4,9	5	4,6	5,3	5,1	5	5	5,2	4,8	3,5	4,2	4,9
09-fev-2012	5,6	4,8	4,4	4	3,4	7,4	1,6	1,6	1,6	1,6	0	2,6	3,1	3,4	3,3	5	4,5	5,3	5,8	5,5	4,9	6,3	4,6	4,8
10-fev-2012	3,3	3,5	3	3,3	3,9	3,4	2,3	3	3,3	2,9	3,1	2,9	4,3	5,1	5,5	6,4	6,2	5,6	5,7	4,9	6,5	6,6	5,4	4,1
11-fev-2012	1,6	0	0	1,4	1,2	1,2	2,2	1,5	2,1	1,6	1,2	3,7	4,9	5,3	4	5,1	4,7	5,4	4,5	4	3,6	4,3	2,2	2,3
12-fev-2012	3,3	3,4	3,8	4,9	4,3	2,9	2,1	1,6	1,5	1,3	0	1,9	2	2,9	3	1,9	4,4	4,8	5	3,7	4,2	4	3,6	3,8
13-fev-2012	4,2	3,8	4,2	3,5	3,8	4	4,1	3,7	3,9	2,2	1	1,4	2,3	4,1	5,3	6,3	6,3	6,5	6,8	6,9	7,3	7,2	6,2	6,6
14-fev-2012	6,9	6,8	7,2	6,6	7	6	5,7	4,3	6,7	4,5	5,2	4,3	5	4,8	4,7	4,8	4,6	5,9	6,2	7,1	7,5	7,1	6,4	6
15-fev-2012	7,3	7,6	6,7	6,7	5,9	5,1	6,3	4,5	4,9	6,5	5,2	5,4	3,8	4,6	4,4	5,7	5,5	5,6	5,6	5,2	6,8	7,3	7,6	4,3
16-fev-2012	3,8	5,1	6,7	5,2	4,2	4,5	4,1	4,7	4,2	3,2	2,7	3,6	3,9	3,6	4,2	4,6	4,7	4,3	4,2	3,6	3,3	4,6	3,8	4,4
17-fev-2012	4,7	5,2	5,3	4,9	5,1	5	5,1	5,1	4,6	4,1	4,4	5,3	5,5	4	4,3	4,5	4,3	4,4	4	4,1	4,8	5	4,6	4,5
18-fev-2012	4,3	4,4	5,8	4,3	3,8	2,4	2,5	3,2	3,8	2,8	2,3	3,5	4,1	4,3	4,9	4,5	3,7	4,4	4,3	4,2	4,5	4,8	4,5	4,4
19-fev-2012	4,3	4,2	4	2,6	4,3	4,9	3,5	3,6	2,1	1	3	2,9	3	3,4	3,5	3,7	3,7	3,4	3,8	4,4	3,4	4,4	4,6	2,9
20-fev-2012	1,9	6,4	11,1	5,2	7,7	5,4	3,2	1,8	1,6	2,2	1,9	1,2	1,8	1,9	3,2	3,1	2,7	4,4	3,4	3,7	4,1	3,9	3,6	4,8
21-fev-2012	4,3	4,6	5,4	5	4,9	5	4,9	5	5	2,6	5,4	4,3	4,7	5,2	4,3	4,2	3,7	4,3	3,9	3,3	7,2	2	1,7	2
22-fev-2012	1,9	2,4	1,4	0,6	0	2,4	1,6	1,3	2,4	2,8	3,1	2,6	2,2	1,9	1	1	2,1	2	2,2	3	3,6	2,6	2,4	1,1
23-fev-2012	1,4	1,6	1,4	0	0,9	1,4	1	1,5	1,5	0,9	1,4	2,2	0,2	2,2	2,2	3,4	3,4	3,2	3,9	3,8	2,6	1,7	3,3	3,5
24-fev-2012	3,1	3,8	3,7	4,1	3,1	3	2,6	3,7	4,1	3,2	2,7	2,1	2,5	2,5	3,6	4,7	5,1	5,1	5,8	5,6	5,6	5	6,4	6,4
25-fev-2012	6,6	7,5	7,7	6,7	7,3	6,9	6,8	6,5	7,1	6,9	6,8	5,1	7,4	7,8	7,7	7,5	7,5	8	9,4	6,9	6,1	5,1	5,1	8,1
26-fev-2012	7,6	7,2	9	7,4	6	5,1	2,3	3,9	0,4	1,9	1,1	2,9	6	5,1	4,2	4,8	5	5,2	4,7	4,1	3	4	3,8	5,5
27-fev-2012	4	2	1,5	1,3	1,2	0	1,5	1,2	0	0	0	1,2	1,5	2,4	2,4	3,2	3	3,9	4,1	4	4,1	4,5	4,2	4,6
28-fev-2012	5	5,6	6,4	7,2	6,5	7	6,9	7,2	5,9	5,9	6,1	5,4	5,7	5	5,9	NULL	5,4	5,5	5	5,2	6,7	2,6	3	1,8
29-fev-2012	1,7	1	0	1,2	0,3	0	0	0	0,2	0	1,2	1,1	1,8	3,4	4,5	4,5	5,1	4,7	5,3	5,4	6,9	3,6	8,5	2,3
01-mar-2012	3,7	3,7	4,3	4,8	3,7	2,8	4,5	3,6	3,2	2,9	1,4	2,1	2,2	4	4,7	4,4	3,5	2,2	4	3,6	4,4	2,7	1,5	1,9
02-mar-2012	2,5	2,8	2,6	3	2,7	3,7	3	3,5	3,6	3,6	4,3	3	4,7	3,2	4,5	4,8	6,7	3,6	4,5	3,4	3,9	2,5	2,9	3,2
03-mar-2012	3	2,9	2,3	2,8	3,3	3,1	0,2	0,5	1,1	1	0	0	2	3,3	4,7	5,2	5,6	5,7	7,1	7,3	7	7,3	6,8	7,3
04-mar-2012	7,8	8,6	9,7	9,7	9,3	9,2	8,6	6,9	7,2	5,7	4,7	4,5	5,3	5	5,9	5,6	6,1	7	6,6	6,9	7,7	8,1	8,3	8,7
05-mar-2012	7,7	8,3	7,5	8,5	7,4	6,8	6	5,3	6,1	4,9	4,9	4,8	4,7	3,9	4,5	4,4	4,9	5,1	5,3	5,4	6,8	7,8	7,8	7,6
06-mar-2012	8	8,2	8,7	8,4	8	8	7,1	7	5,4	4,5	5,3	5,3	4,9	5,1	4,7	5,1	5,3	4,9	6	4,9	4,9	4,9	6,2	6,2
07-mar-2012	7,3	5,7	7	4,9	6,5	7,4	7,6	6,3	6,2	5,5	5,3	5,9	4,9	4,1	4,3	4,2	4,1	4,4	5	5,4	5,5	5	5,8	5,9
08-mar-2012	6,4	7	7,6	7,4	6,3	4,6	4,1	3,1	3,3	0,6	0,6	1,5	1,3	2,7	4,3	3,4	4,6	5,1	4,5	3,8	4,4	3,8	3,6	3,1
09-mar-2012	2,6	2,3	1,8	1,8	1	1,8	1,6	2,1	1,9	1,7	1,6	2,1	1,1	1,6	2,2	3,1	4,1	4,6	5,5	5	4,8	5,3	5,4	7,2
10-mar-2012	5,8	7,4	8,7	7,8	8,1	8,5	9,5	7,7	8,1	5,7	6,1	6,5	5,7	6,1	6	5,5	5,2	4,2	4,6	5,3	4,5	3,6	3,7	4,1
11-mar-2012	3,2	2,9	2,5	2,5	2,1	1,7	1,6	0	1,2	1,2	2,7	3	3,8	3,9	3,7	3,1	3,4	4,2	4,8	4,6	4,1	3,5	3	3,2
12-mar-2012	4,2	3,8	3,7	3,6	3,6	2,8	3,1	3,2	1,7	2,2	1,8	1,7	3,6	3,3	3,9	4,1	5,2	4,4	4,3	5,1	5,8	5,5	5,9	6,7
13-mar-2012	5,9	6	6,2	6,7	6,3	6,5	6	4,9	3	2,2	2,5	2	2,4	2,5	3,2	2,9	3,7	3,7	3,8	3,5	5,5	2,5	7,1	7,3
14-mar-2012	2,4	1	1,3	3,5	1,1	1,1	1,6	2,4	1,6	1,2	1,9	2,8	1,6	5,7	2,7	5	4,9	2,2	2,7	2,1	2,5	2,8	3,3	2,2
15-mar-2012	2,9	2	2,4	1,7	2,8	2,1	2,4	2,4	2,8	2,5	3	2,4	3,3	3,7	4,3	4,4	7	7,3	8,5	7,6	7,6	6,9	4,7	3,5
16-mar-2012	2,8	1,7	1,4	1,7	1,9	2	2	1,2	1,8	2,3	1,4	2,2	2,7	1,2	1,5	2,7	2,8	3,3	4,3	4,6	5,3	5,5	5,8	6,2
17-mar-2012	6,6	7	6,9	7,8	7,4	7,2	4,9	5	6,8	6,2	4,7	3,2	4	4	4,3	4,8	5,1	6,4	6,4	7,2	7,9	7,9	8	7
18-mar-2012	8,3	7,1	6,9	6,8	4,1	5,9	6	7,5	7,2	7	6,7	5,7	7,5	7	7,5	8,1	7,9	8,7	9,1	9,1	8,4	8,3	7,7	8,1
19-mar-2012	8,7	8,3	8	4,9	7,6	9,1	7,2	5,2	5,6	4,2	3,1	4,8	6,4	5,3	5,9	5,4	5,3	6,2	6,4	5,8	5,5	4,7	5,9	5,7
20-mar-2012	5,7	5,6	5,3	5,1	3,6	1,7	0,7	1,8	1,2	2,2	1,1	0,7	1,1	1,9	3,1	3,6	3,6	4,1	2,9	3,3	2,2	1,2	2,4	2,3
21-mar-2012	2,4	1,6	1,4	1,4	1,1	1,5	1,7	0	1,3	1,6	2	0,9	2,5	4	3,4	2	1,9	2,9	1,6	2,5	1,6	1,3	0,6	NULL
22-mar-2012	1,5	1,3	1,8	0,9	1,4	1,1	3,3	3	4,2	4	4,2	4,1	3,8	2,9	2,8	3,4	4,2	4,6	4	3,5	3,1	3,1	3,7	3,9
23-mar-2012	3,4	4	2,8	3,4	2,9	2,6	1,6	1,6	0,6	1,9	1,6	2,6	2,4	3,4	3,2	3,1	4,7	3,8	4,3	4	4,3	4,7	5	4,2
24-mar-2012	3,5	2,6	2,6	2,2	1,5	2,1	2,7	2,5	2,6	3,7	2	3,7	4,8	4,9	3,9	2,4	4,2	4,1	4,2	5,6	4,6	4,9	3,4	3,4
25-mar-2012	3,2	3,2	3,2	3,7	0,1	0,7	0	1,8	1,2	1,4	1	1,2	0,1	1,8	2,6	2,8	3,9	4,3	4,4	4,4	3,6	4,4	3,2	3,5
26-mar-2012	4,6	4,3	2,1	2	2,4	2,6	1,6	0	1,3	1,6	1,3	1,9	1,3	1,8	1,7	3,1	1,5	3,1	5,5	4,2	2,9	2,3	0	0,3
27-mar-2012	1,5	2,3	1,8	1	1,3	2,2	1,6	2,4	2,2	3,7	5,1	5,8	6,8	6,6	6,5	5,7	4,2	6,3	6,2	7,1	6,1	4,7	3,2	3,7
28-mar-2012	3,8	4,3	4,6	3,6	2,6	3,1	4,1	NULL	4,9	5,5	5,7	5,5	6,7	7,5	7,4	7,4	7,8	7,2	7,5	4,8	5,1	3,4	1,7	2,6
29-mar-2012	1,1	1,4	1,7	2	2	2	2,3	2,1	1	1,8	1,3	0	1,9	2,1	2,8	3,1	2,9	2,2	2,5	4,3	3,8	3,1	4,6	3,8
30-mar-2012	3,4	1,4	1,1	1,3	0,4	0,2	0,3	1,2	0	2,1	2,6	2,1	2,5	3	2,1	2,2	3,4	3,5	3,6	4,5	4,4	4,5	5,1	5,9
31-mar-2012	4,1	3,5	4,1	1,7	1,6	0	0	0,1	1,4	1,1	1,3	1,2	3,1	3,6	4,8	5,2	6,5	7,8	8,7	8,6	8,7	7,1	6,8	7,7
01-abr-2012	7,4	7,7	7,3	7,3	6,6	5,9	5,1	4,3	4,1	3,1	2,2	2,4	3,4	3,7	4,3	4,9	5,2	5,4	6,4	6,8	5,9	6	6	6,5
02-abr-2012	6,4	7,2	5,2	6,7	5,7	4,9	5,6	7,3	6,7	5,7	2	1,7	1,4	2,4	2,7	2,5	3,4	3,9	3,8	3,9	4,6	3,9	3,8	3,6
03-abr-2012	3,6	1,6	2	1,2	1,3	0,3	0	3	1,7	0	1,2	1,6	1,5	1,4	1,8	1,9	2	2,5	3,4	3,6	3,6	2,7	2,6	3,5
04-abr-2012	3,8	3,6	4,2	NULL	6	5	1,8	1,9	3,9	2,1	2,7	1,5	4,7	5,3	5,2	5	5,9	5,8	5,9	7,2	6,5	7,1	7,4	7,1
05-abr-2012	8	8,2	8,4	8,7	9,3	7,1	5,9	5,9	7,5	5,6	5,3	4,9	5,7	7,7	7,7	4,9	3,8	5,3	4,3	3,1	3,8	5,2	4,9	4,4
06-abr-2012	4,6	5,1	5	3,7	3	2,8	4,5	4,7	3,8	4	3,5	4,2	4,5	5,2	3,9	4,1	5,8	6,6	6,5	6,2	4,4	2,4	1,6	1,5
07-abr-2012	1,6	1,9	1,8	1,7	1,6	1,6	1,2	1,3	1,8	1,7	0,8	0	0	1,8	1,4	2,6	3,3	2,8	3,3	4	3,8	4,6	3,1	3,9
08-abr-2012	3,2	3,5	3	1,6	1,2	1,5	1,4	1,4	1,5	1,5	1,6	1,8	2,5	2,7	2,6	2,7	2,6	3,3	3,2	NULL	3,3	3,4	2,8	1,5
09-abr-2012	0	0,3	3,5	4,5	4,4	4,9	5,2	4,5	4,6	5,2	7	7,4	7,2	7,9	8,5	8,4	8,6	8,7	9,2	10,9	10,1	11,1	10,6	10,4
10-abr-2012	11,2	11	11,7	10,5	9,8	9,5	9,5	6,6	6	5,4	6,8	8,5	7,8	6,7	5,6	6,3	5,4	6,1	8	6,7	7,5	8,3	8,5	8,4
11-abr-2012	8	9,5	8,6	9,5	8	8	8,3	6,9	7,3	7,6	7,4	6,8	6,1	6,4	6,3	6,6	5,9	5,4	5,5	4	3,4	4,7	4,5	2,9
12-abr-2012	3,3	3,2	1,9	1,7	1,2	1,2	0	1,7	2,4	2,2	2,5	3	4,6	2,9	3	4,6	4,5	2,3	2,8	3,1	4,4	4	3,7	3,8
13-abr-2012	3,1	1,6	1,4	1,3	0,1	0	0	1,2	1,4	1,3	1,5	1,6	1,2	1,9	2,5	1,9	2,4	2,9	3,4	3,8	3,4	3,6	3,4	3,6
14-abr-2012	4,2	5	5	4,8	5,3	5,8	4,9	5	5,7	6,4	7,6	7,6	NULL	8,5	8,3	7,6	8,5	6,1	3,8	2,4	2,7	2,1	8,8	10,3
15-abr-2012	11,9	9,1	4,3	3	3,3	4,1	3,4	3,3	4	3,3	3,2	3,7	4	5	7,2	6	6,6	6,5	5,7	4,6	3,6	2,3	2,3	1,8
16-abr-2012	1,6	1,6	1,4	1,9	1,5	1,6	1,2	1,1	1,7	2,3	1,5	1,6	2,2	2,1	2,1	2,1	2,3	3,4	3,6	4	4,4	4,6	4,9	5,8
17-abr-2012	5,9	6,5	7,4	7,6	8,3	7,4	7,2	4,2	7,4	6,8	7	6,7	6,3	7,5	6,9	7,6	7,7	7,7	7,9	7,2	6,8	6,8	7,2	7,2
18-abr-2012	8	8	4,8	4,7	8,1	7,5	6	3,2	2,1	1,1	0	0	0	1,9	2	2,9	3,8	4,8	4,2	NULL	4,1	3,5	3,6	3,3
19-abr-2012	3,8	4,2	4,4	4,6	3,8	2,6	4,6	3,4	3,6	3,3	3,2	3	2,1	1,7	2,4	2	3	3,9	4,9	4,3	3,1	3,3	1,2	0
20-abr-2012	0,2	1,9	1,8	1,6	0,9	0	1,3	1,2	1	1,5	0,7	2,3	3,1	2,6	1,4	2,2	3,3	5,1	4	3,8	3,9	3,6	4	3,2
21-abr-2012	3	2,9	2,4	1,5	1,1	1,4	1,1	0,9	1,9	1,4	1,8	3,2	4,1	2,9	3,5	2,7	2,4	3,7	5	7,4	8,4	8,2	7,5	6
22-abr-2012	6,7	5,6	5,2	4,4	5,1	4,8	4,7	3,6	3,3	3,3	3,6	4,4	3,3	4,6	3,1	3,6	4,5	3,6	3,6	5,5	4,8	3,5	3,8	3,6
23-abr-2012	1,9	1,6	1,4	1,8	1,7	1,6	1,6	2,2	1,6	2	2	1,8	2,5	2,1	2,2	2,4	3,1	3,4	5,7	5,4	5,8	3,7	3,2	1,7
24-abr-2012	2,4	1	1,4	2,9	1,5	1,4	1,7	2	2,1	2,8	3,2	3,2	3,7	3,8	3,6	3,2	3,4	2,7	2,8	3	3,4	2,8	2,2	1,6
25-abr-2012	1,6	2,2	1,9	2,5	1,9	1,9	2	1,6	2,4	2,1	1,7	1,9	1,2	1,8	3	2,8	3,2	4,2	4,3	3,9	3,6	4,4	5,1	6,6
26-abr-2012	6,1	7,9	4,1	6,2	6,1	6,2	6,4	4,6	1,4	1	2,6	3,8	3,9	3,9	6,3	5,6	5,2	4,3	4,3	2,2	3,9	6,1	4,2	3,7
27-abr-2012	1,7	2,9	4,5	5,2	5,1	5,5	4,9	3,2	4,6	4,4	4	4,4	5,3	5,4	6,5	5,7	5,5	6,7	5,6	5	4	3,3	3	2,7
28-abr-2012	2,2	1,4	1,3	1,5	1,2	1,8	1,1	1,6	0,6	1,7	1,4	0	1,8	3,2	5,6	5,3	7,6	6,1	5,9	6,5	5,9	5,5	5	2,8
29-abr-2012	3,5	4	3,1	2	3,4	4,5	4,6	4,8	5,1	6,6	5,6	5,4	6,1	6	6,7	7,3	7,8	6,9	6,9	6,7	5,6	7,3	3,7	3,7
30-abr-2012	3,8	4	4,1	4	3,9	3,8	3,9	4,6	4,3	5	4,6	5,8	5,4	7,3	7,1	8,5	8,4	7,7	6,9	5,9	5,5	3,5	2,7	4,1
01-mai-2012	3,3	3,9	4,7	4,1	4,6	4,4	4,4	5,1	5	4,7	4,2	4,4	6,4	5,6	5,5	5,6	5,8	5,2	4,9	3,9	NULL	1,6	1,1	1,4
02-mai-2012	1,5	1,4	1,6	1,9	1,8	1,7	1,4	1,2	1,5	1,4	1,8	1,7	1,8	0,2	1,7	1,8	2,7	4,3	5,5	5,6	6,6	6,9	6,6	6,4
03-mai-2012	5,2	2,9	3	2,9	2,7	2,5	2,6	2,7	2,7	2,3	2,4	1,2	1,4	1,6	1,9	3,3	3,6	4,3	5,5	7,3	8,3	6,9	6,5	6,5
04-mai-2012	6,7	7,9	6,1	6,8	5,5	6,1	4	3	2,5	1,4	2	1,7	3,5	2,6	3	4,4	5,8	5,6	6,8	5,3	5,7	6,1	4,8	5
05-mai-2012	6,4	5,5	6	5,6	6,3	5,5	4,3	2,5	2,8	1,3	0,7	0	1,9	2,7	2,9	3	3	2,6	2,7	3	2,7	2,7	3,5	2,2
06-mai-2012	2,1	2,2	0,8	1	1,7	2	2,9	3,4	3	2,8	1,3	2	1,7	1,1	1,4	1,7	2,5	2,5	2,2	2,9	2,6	3,2	3,7	4,3
07-mai-2012	4,4	4,9	5,8	5,3	6,1	5,7	4,8	4,5	4,3	4	3,6	4,3	3,6	5,6	6,9	7,2	6,8	7	7,5	7,2	8,3	8,3	8,7	8,1
08-mai-2012	8,1	7,5	7,3	6,7	6	5,9	4,6	4,4	3,7	3,1	2,3	3,3	3,2	2,4	3,2	3,8	4,4	4	3,5	3,8	4,2	3,6	3,1	3
09-mai-2012	3,3	1,9	2,4	1,4	1,7	1,6	1,6	0	0	0	0	1,8	1,7	2,2	2,1	2,3	2,6	3	3,1	3,8	2,7	2,9	3,2	2,4
10-mai-2012	3,3	3,8	3,2	2,7	2,6	2,3	0,9	2,2	1,3	1,9	1,9	1	3,4	2,4	3	3,1	1,4	3	2,8	1,8	3,2	3,5	1,9	2,4
11-mai-2012	0,5	1,9	2,2	2,2	2,3	1,4	1,9	1,5	1	1,3	1,3	2,4	2,1	3,2	2,9	1,8	2,5	2	2	1,7	1,8	2,1	2	2,7
12-mai-2012	3,7	3,6	4,1	5,2	2,9	3	1	2,5	4,1	3,5	2,3	3,5	4,3	7,1	7,4	6,6	6,3	6,1	6,3	4,9	3,1	2,5	2,5	1,5
13-mai-2012	2,3	2,5	3	3,1	3	3	2,7	2,4	2,7	3,1	3,1	3	5	4,9	5,7	5,4	5,7	5,2	5	4,7	3,4	2,2	1,6	1,5
14-mai-2012	1,6	1,7	1,4	1,6	1,7	1,4	1,5	1,7	2	1,7	1,7	1,5	1,3	1,6	1,5	1,5	1,8	2,2	2,3	2,4	2,9	3,9	3,5	3,4
15-mai-2012	4	3,9	3,7	0,7	2	2	1,9	1,9	1,5	0	0	0,6	0	1,2	1,6	2,6	2,9	5,2	7,6	7,3	8	7,8	8,1	9
16-mai-2012	9,3	8,8	8,6	7,4	6,4	5,6	2,2	2,2	6,6	6,9	2,8	2,5	2,2	3,6	4,8	7,1	5,9	6,6	8,2	8,3	8,8	8,4	9,8	10,8
17-mai-2012	11,2	11,8	11,7	11,2	9,6	8,6	9,6	9,6	9,1	8,4	4,9	6,2	4,1	4,3	5,2	4,6	5,3	5,6	5,6	5,4	8,2	9,5	9	8
18-mai-2012	7,9	8,3	7,5	6,5	6,6	6,2	5	5,7	4,5	4,5	4,6	4,2	4,9	6,3	6,1	6,3	7,6	8,4	9,5	7,8	8,2	9	7,9	8,1
19-mai-2012	7,2	7,3	7,5	7	7,2	5,4	6,2	7	6,6	6,1	4,6	5,5	6	6,6	5,7	7,2	6,9	6,8	6,3	6	5,5	5,3	5,9	6
20-mai-2012	7,2	5,4	5,2	4,9	1,6	1,8	2,1	3,1	1,9	2,9	2,8	1,6	1,9	3,6	4,4	5	4,9	6,1	5,4	4,6	4,8	5,1	5,8	4,6
21-mai-2012	3,9	6,4	4,2	3,6	4,8	5	4	2,8	4,4	4,2	3,1	3	2,6	3,4	3,1	3,8	3,8	4,4	5	5,8	5,6	5,6	5,5	6,4
22-mai-2012	6,9	6,4	6,4	7,5	6,2	4,1	3,1	4,6	5,9	5,2	2,2	4,2	3,7	1,8	3,5	3,8	3,8	3,9	4,5	4,2	3,5	3,7	3,2	4,2
23-mai-2012	4,4	1,9	2,4	3	1,6	2	1,2	2,1	1,1	1,5	2,8	3,2	3,9	3,7	3,2	3,2	3	3,8	3,4	3,5	2,6	2,9	2,9	1,3
24-mai-2012	0,5	2,4	1,5	1,7	2,7	2	0	1,7	1,2	0,7	1,8	1,5	2,1	2,6	2,8	3,1	2,1	2,7	1,8	1,4	2,5	1	1,4	0
25-mai-2012	0,2	0,8	1	0,8	0,2	0,2	0	1,1	0	0	0	0	0	0,8	0	1,3	2,2	2,1	2,4	2,5	2,6	2,4	1,8	2,6
26-mai-2012	2	2,3	0	1,6	2,1	1,6	1,9	2,3	2,4	2,1	1,2	1,5	2,8	3	2,6	3,6	4,2	3,5	4,1	3,4	3,3	2,5	2,3	3,5
27-mai-2012	2,7	1,8	1,8	1,4	1,2	0,1	0	0	0	0	3,7	1,2	2	2,6	3,3	4,2	5,3	5,7	5,4	4,5	4,6	5,3	5,5	6,2
28-mai-2012	5,8	6,7	6,6	6,3	6,3	7,2	7	3,2	2,3	2,4	1,7	0,9	0,9	1,9	2	2,1	2,4	2,5	2,5	2,1	2,6	2,1	1,2	2,1
